id,text
223054000,Master... Have you ever wished you might be born again?
223055000,"Master, what's this?"
223055050,"Master, how did you know?"
223056000,"Master, it shouldn't take me long."
223057000,Master.
223057020,"Am I fit to serve you, master, in all my ugliness?"
223060000,Did I just hear my mum speaking?
223060010,Thank you very much.
223060020,Mum was always the only one who said I was beautiful.
223060030,"And now, my dear lord let me hear her voice."
223060040,"Please, if I may dream, just once..."
223060050,"Do you feel the same way my mum did, m'lord?"
223060060,"Do you think I'm beautiful, despite these looks?"
223061000,<sob>
223061010,"M'lord, my dear lord..."
223061020,"I, Boc the seamster, am forever in your service."
223061030,May the throne of Elden Lord be yours.
223062000,"No, why on earth would you..."
223062010,"It was silly of me to ask. Please, forget that I did."
223062020,"But I beg, don't renounce me for my appearance."
223062030,"One day, I'll look every bit the servant."
223065000,Did I just hear my mum speaking?
223065010,Thank you very much.
223065020,Mum was always the only one who said I was beautiful.
223065030,"And now, my kind master let me hear her voice."
223065040,"Please, if I may dream, just once..."
223065050,"Do you feel the same way my mum did, master?"
223065060,"Do you think I'm beautiful, despite these looks?"
223066000,<sob>
223066010,"Master, kind master..."
223066020,"I, Boc the seamster, am forever in your service."
223067000,"No, why on earth would you..."
223067010,"It was silly of me to ask. Please, forget that I did."
223067020,"But I beg, don't renounce me for my appearance."
223067030,"One day, I'll look every bit the servant."
223100000,"S-surely, not? For me?!"
223100010,"Oh no, I can't. It would be wasted on the likes of me."
223100020,"You should drink it yourself, master."
223100030,I would be far happier knowing you enjoyed it yourself.
223101000,"S-surely, not? For me?!"
223101010,"Oh no, I can't. It would be wasted on the likes of me."
223101020,"You should drink it yourself, m'lord."
223101030,I would be far happier knowing you enjoyed it yourself.
223102000,Master...
223102010,O-oh...
223102020,My most earnest thanks.
223102030,"I don't deserve it, but I'll savour every last drop."
223103000,M'lord...
223103010,O-oh...
223103020,My most earnest thanks.
223103030,"I don't deserve it, but I'll savour every last drop."
223104000,<sleeping>
223110000,...
223800000,Ow!
223800010,Why'd you go and do that?
223800020,"It's because I'm ugly, isn't it?"
223801000,"Oh, now, you too, is it?"
223801010,The story of my rotten life...
223801020,Ah...aaah!
223802000,No...
223802010,I never wanted this...
223803000,Mum...
223803010,I've... I've let you down...
223810000,Ow!
223810010,M-master?
223810020,Is something wrong?
223810030,"It's me! Boc, the seamster!"
223811000,"Master, what's happened..."
223811010,Did I do something wrong?
223811020,Or is it just...because I'm ugly?
223812000,"Oh, my..."
223812010,"Master, is that the truth, your heart of hearts? My, oh my..."
223812020,Ah...aaah!
223813000,"Oh, master, what have I done..."
223813010,Master! Master!
223814000,Master...
223814010,"I've failed you...please, forgive me."
223820000,Ow!
223820010,M-m'lord?
223820020,Is something wrong?
223820030,"It's me! Boc, the seamster!"
223821000,"M'lord, what's happened..."
223821010,Did I do something wrong?
223821020,Or is it just...because I'm ugly?
223822000,"Oh, my..."
223822010,"M'lord, is that the truth, your heart of hearts? My, oh my..."
223822020,Ah...aaah!
223823000,"M'lord, what have I done..."
223823010,M'lord! M'lord!
223824000,M'lord...
223824010,"I've failed you...please, forgive me."
223900000,
223900010,
223900020,
223910000,
223910010,
223910020,
223920000,
223920010,
223920020,
224001000,"Well, look at you. We don't receive many visitors."
224001010,I presume you are a Tarnished. What brings you here?
224010000,"Oh, pardon me. It's hardly my place to ask, is it."
224010010,I am Iji. A blacksmith who once served the Carian royals…
224010020,An old codger who refuses to retire his rusty hammer.
224010030,"So, here I am, still quietly plying my trade, on this spot."
224010040,"Perhaps you'd like a display? These bones are old, but still able."
224011000,"Well, it's kind of you to speak to me again."
224011010,"Then I presume these old bones served their purpose, more or less?"
224012000,Brave Tarnished. Here to put my old bones to work again?
224013000,"Brave Tarnished. A word of warning, if you please."
224013010,This territory once belonged to the Carian royal family. Their manor lies not far beyond this point.
224013020,"When the Raya Lucaria Academy turned on the Carians, the Knights of the Cuckoo descended on this tract."
224013030,"After leveling it, they carried on to the manor."
224013040,"The Carians were taken off guard, but their strength had not waned, and they repelled the knights' onslaught..."
224013050,By conjuring an enchanted snare that remains potent to this day.
224013060,"That is why I say, Tarnished. Don't go near the manor."
224013070,Unless you wish to lie with the corpses of the heedless Knights of the Cuckoo.
224014000,"Oh, watch out, there."
224014010,"When I'm absorbed in my smithing, I lose sight of all else."
224014020,"If you come too close, I'm apt to cause you harm."
224014030,"I am, after all, terribly large compared to you, Tarnished."
224014040,You don't know how hard it is not to break anything while I work.
224015000,Something else for you?
224016000,I've explained the peril.
224016010,Of the enchanted snare that remains at the royal Carian Manor.
224016020,"Whatever you do, brave Tarnished, stay away from that deathtrap."
224017000,"Blaidd actually did that, did he?"
224017010,"Quite a rare occurrence, for such a guarded soul as he."
224017020,Perhaps he sensed something unusual about you.
224017030,"At any rate, if you're friendly with Blaidd,"
224017040,I've a few more things that might suit you.
224017050,I've something else that might suit you.
224020000,"Oh, so you were the one. Lady Ranni has explained everything."
224020040,"Again, I am Iji."
224020050,"The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor."
224020060,I am told that you are searching for Nokron with Blaidd.
224020070,"I will give you whatever guidance I can. And pray, for your success."
224023020,"The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor."
224023030,I am told that you are searching for Nokron with Blaidd.
224023040,"I will give you whatever guidance I can. And pray, for your success."
224024000,"Oh, then you must be the one. Lady Ranni has explained everything."
224024010,The pleasure is mine. I am Iji.
224030000,I take it you've heard of the Eternal City of Nokstella?
224030010,"Well, it has a twin, known as Nokron. The other Eternal City."
224030020,"After years of expeditions, we've determined the location of Nokron."
224030030,"By going underground through the well in the Mistwood of Limgrave, you can see Nokron up above."
224030040,"Only, we've failed to find a path leading to the city."
224030050,"Blaidd's made a good go of it, but I'm afraid this has him quite stumped."
224030060,"To be honest, I'm not sure where to go from here..."
224031000,Blaidd is Lady Ranni's stepbrother.
224031010,"Ranni's mother, Queen Rennala, approved of him, and they played like siblings from childhood."
224031020,"They were always happy to have me tag along, as well."
224031030,"When Lady Ranni renounced her flesh, and chose the dark path of the Empyrean,"
224031040,"Blaidd and I swore allegiance as vassals,"
224031050,but none of us will ever forget our earliest days together.
224031060,"Promise to look after Blaidd for me, will you?"
224031070,"The man is honest to a fault. But fortunately, now he has you."
224032000,"Jerren. Now, that's a name I haven't heard for a while."
224032010,"Before taking up the banner of General Radahn, he was a guest of the Carian royal family."
224032020,"An expert swordsman, to be sure, but ever the eccentric."
224032030,No surprise he'd get wrapped up in some festival.
224032040,"Oh, no, wait..."
224032050,How did I not see it before!
224032060,I ought to retire as war counsellor for such a gross oversight!
224032070,Let me explain. The fate of the Carian royal family is guided by the stars.
224032080,"As is the fate of Lady Ranni, first heir in the Carian royal line."
224032090,But General Radahn is the conqueror of the stars.
224032100,"Who stood up to the swirling constellations, halting their movement in a smashing victory."
224032110,"And so, if General Radahn were defeated, the stars would once again resume their movement."
224032120,As would Lady Ranni's destiny.
224032130,"Perhaps, even, revealing the elusive path. That leads to Nokron."
224033000,My apologies for the misleading words of warning.
224033010,"I never imagined that an audience, let alone service to Lady Ranni was in your fate."
224033020,"I, for one, should have seen it, but I did not."
224033030,"Do forgive me, my fellow."
224033040,Let us give all that we can of ourselves.
224033050,"Together, for Lady Ranni."
224034000,Let us give all that we can of ourselves.
224034010,"Together, for Lady Ranni."
224035000,Let us give all that we can of ourselves.
224035010,"Together, for Lady Ranni."
224036000,"Well, my fellow. How may I serve you?"
224036010,"As war counsellor, or as blacksmith?"
224037000,"Greetings, my fellow. How can I help?"
224038000,Something else for you?
224039000,Go with Blaidd to the festival grounds.
224039010,"Should General Radahn be defeated, the stars would once again resume their movement."
224039020,Perhaps revealing the elusive path to Nokron.
224040000,"Ah, you've finally come. Blaidd told me everything."
224040010,"You've defeated General Radahn, unlocking the stars."
224040020,"The General was blighted by scarlet rot and driven to madness, but not long ago he was hailed as the mightiest demigod of them all."
224040030,There is no parallel to your achievement. Nor to Lady Ranni's acute judgement of character.
224040040,"Thanks to you, Lady Ranni's fate once again stirs, and the path to Nokron has opened."
224040050,Descend underground where the fallen star struck Limgrave.
224040060,And make it yours. The precious treasure of Nokron.
224041000,"Oh, Blaidd wanted me to tell you."
224041010,"Not to bother waiting for him, and head straight to Nokron."
224041020,Blaidd has been given an important task.
224041030,"Apparently, a matter of great urgency."
224042000,You need not await Blaidd.
224042010,Descend underground alone where the fallen star struck Limgrave.
224042020,And make it yours. The precious treasure of Nokron.
224042030,So that Lady Ranni may tread the dark path of the Empyrean.
224050000,"Now the festival is over, and General Radahn is defeated..."
224050010,Jerren's duties are finally fulfilled.
224050020,"Though we served different masters, I could see he was truly adept in his role."
224050030,Now the time has come to remind him of an old promise made.
224050040,"With the stars of fate set into motion, a certain sorceress is dispossessed of her immortality..."
224050050,"Finally, we can be rid of a longstanding Carian weed..."
224051000,"Jerren. Now, that's a name I haven't heard for a while."
224051010,"Before taking up the banner of General Radahn, he was a guest of the Carian royal family."
224051020,"An expert swordsman, to be sure, but ever the eccentric."
224051030,It's funny how things happen.
224051040,"Jerren and I parted ways long, long ago, yet here he is, playing his part in Lady Ranni's fate."
224051050,I'm afraid I never saw it coming. And I thought myself a capable war counsellor...
224060000,I presume you've spoken with Blaidd?
224060010,Very well. There is something you should know.
224060020,"The Two Fingers gave Blaidd to Lady Ranni, as a faithful follower. Her very shadow, incapable of treachery."
224060030,"But if Lady Ranni, as an Empyrean, resists being an instrument of the Two Fingers,"
224060040,"the shadow will go mad, transforming from a follower into a horrid curse."
224060050,"But such is his destiny. In such matters, Blaidd's own thoughts hold no weight."
224060060,"It pains me so, but he must be neutralised. For Lady Ranni's sake."
224070000,"Unthinkable, how could Blaidd..."
224070010,How did he break free from his cell?
224070020,"No, more importantly..."
224070030,"Blaidd became a curse that plagued Lady Ranni, yet even in madness, gave himself to her."
224070040,I've made a grave misjudgment. And I thought myself a capable war counsellor...
224070050,"I'll catch up with you soon enough, Blaidd."
224070060,"When I do, I only hope you'll accept my apology."
224100000,"Oh, so you were the one. Lady Ranni has explained everything."
224100010,"You've defeated General Radahn, unlocking the stars."
224100020,"A grand reward, justly procured by any measure."
224100030,"Again, I am Iji."
224100040,"The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor."
224100050,I welcome one of your calibre. A fellow champion in service of Lady Ranni.
224101000,"Thanks to you, Lady Ranni's fate once again stirs, and the path to Nokron has opened."
224101010,Descend underground where the fallen star struck Limgrave.
224101020,And make it yours. The precious treasure of Nokron.
224101030,So that Lady Ranni may tread the dark path of the Empyrean.
224102000,"Oh, so you must be the one. Lady Ranni has explained everything."
224102010,"You've defeated General Radahn, unlocking the stars."
224102020,"A grand reward, justly procured by any measure."
224102030,The pleasure is mine. I am Iji.
224102040,"The Carian royal family's dedicated blacksmith, and Lady Ranni's war counsellor."
224102050,I welcome one of your calibre. A fellow champion in service of Lady Ranni.
224150000,"Oh, there you are. Good of you to drop by."
224150010,Have you heard? Lady Ranni has departed on her journey.
224150020,"Along the dark path of the Empyrean, from Renna's Rise, as she calls it."
224150030,It would not have been possible without you.
224150040,"As Lady Ranni's war counsellor, and moreover, her childhood warden, I express my deepest gratitude."
224150050,"You, and only you, were Lady Ranni's true champion."
224151000,My purpose is nearing its end.
224151010,I've served Lady Ranni for as long as I can remember...
224151020,It has been a long and wondrous journey.
224151030,Now Lady Ranni is in your hands.
224151040,"I pray that you serve her well, unto the very end."
224152000,"Well, what's this?"
224152010,Are you certain? This is a fine reserve.
224152020,Perhaps you knew that Old Iji appreciates a good drink.
224152030,"I'll save it for a quiet moment, that I might truly savour it."
224153000,Lady Ranni has departed on her journey.
224153010,"Along the dark path of the Empyrean, from Renna's Rise, as she calls it."
224153020,Now Lady Ranni is in your hands.
224153030,"I pray that you serve her well, unto the very end."
224154000,<sleeping>
224800000,Ngh!
224801000,"Enough of that, Tarnished."
224801010,There is no fight without a foe.
224802000,"If that's the cloth you're cut from,"
224802010,don't ever show your face again.
224802020,Not to me. And not to my liege.
224802030,...
224803000,Not to me. And not to my liege.
224803010,...
224804000,How could I have missed this...
224804010,I have failed you...
224804020,Lady... Ranni...
224810000,Agh.
224811000,Cease this treachery at once.
224811010,Lady Ranni will be devastated.
224812000,This is a true shame.
224812010,Don't ever show your face again.
224812020,Not to me. And not to my liege.
224812030,...
224813000,...
224813010,Lady Ranni has seen enough.
224814000,"Go as you must, Lady Ranni..."
224814010,Along the path of darkness...
224910000,
224910010,
224910020,
224910030,
226001000,"Hallo coz, what are you doing here?"
226001001,"Hallo coz, what are you doing here?"
226001010,"I didn't think anyone knew about this place, 'cept us jars."
226001020,Oh! Are you going to be the new Potentate?
226002000,"Gosh, truly? That's wonderful news!"
226002010,"It's not easy being Potentate, though."
226002020,"I know, show me your hands."
226002030,"It's just a little test, coz, to see if you've got the right stuff."
226002031,"It's just a little test, coz, to see if you've got the right stuff."
226003000,Hmm.
226003010,"Your skin isn't so smooth, is it..."
226003020,"You need slick, slidey hands to be Potentate, you know."
226003030,"I'm sorry coz, but I don't think you've got what it takes..."
226003031,"I'm sorry coz, but I don't think you've got what it takes..."
226003040,What a shame...
226004000,"Oh, hallo again, coz."
226004001,"Oh, hallo again, coz."
226004010,I'm happy you came back.
226004020,"I have good tidings for you, coz."
226004021,"I have good tidings for you, coz."
226004030,"I have good tidings for you, coz."
226004040,Have you noticed the rare flowers growing in this village?
226004041,I asked the villagers if you could pick some of them.
226004050,I asked the villagers if you could pick some of them.
226004051,I asked the villagers if you could pick some of them.
226004060,And they said you'd be very welcome!
226004070,"The flowers we have now are nice, but it's a bit boring having the same ones all the time."
226004080,"I think everyone would be glad of a change, actually..."
226005000,"You know the huge vase, at the centre of our village?"
226005010,"If you plant lovely flower seeds inside the big vase, coz..."
226005011,"If you plant lovely flower seeds inside the big vase, coz..."
226005020,Those flowers will bloom all through the whole village!
226006000,"Oh, well, I'm sorry."
226007000,"Coz. You'll be our Potentate after all, then?"
226007001,"Coz. You'll be our Potentate after all, then?"
226007010,"Coz. You'll be our Potentate after all, then?"
226008000,"Don't look so glum, coz."
226008001,"Don't look so glum, coz."
226008010,"Don't look so glum, coz."
226008020,"We can still chat, Potentate or not."
226008030,"Come back and visit me, when you can."
226009000,"Go on, coz, you really should pick some of our flowers."
226009001,"Go on, coz, you really should pick some of our flowers."
226009010,"Go on, coz, you really should pick some of our flowers."
226009020,"Who knows, they might be of some use."
226010000,"Oh, did you come to visit me again, coz?"
226010001,"Oh, did you come to visit me again, coz?"
226010010,I'm happy you came back.
226010020,Can you tell me about the outside?
226010030,"Oh first though, if you have some nice flower seeds,"
226010040,can you put them in the big vase in the middle of the village?
226010050,"I'm sure, when lots of them are in bloom,"
226010060,everyone will be so happy.
226011000,"Oh, hallo again, coz."
226011001,"Oh, hallo again, coz."
226011010,I'm happy you came back.
226011020,Can you tell me about the outside?
226011030,"Oh, and you put seeds in the big vase, didn't you?"
226011040,"Thanks, coz."
226011041,"Thanks, coz."
226011050,I'm so excited to see what kind of flowers will blossom...
226020000,"Oh, hallo again, coz."
226020001,"Oh, hallo again, coz."
226020010,"You put seeds in the big vase, didn't you?"
226020020,Such pretty flowers are blooming! Everyone's so happy.
226020030,"I've never seen anything like it! I'd love to see more flowers from the outside, someday. Loads more!"
226021000,"Oh, hallo again, coz."
226021001,"Oh, hallo again, coz."
226021010,"You put seeds in the big vase, didn't you?"
226021020,But...I don't really like those flowers.
226021030,"I'm sorry coz, I know you brought the seeds from all that way away..."
226021031,"I'm sorry coz, I know you brought the seeds from all that way away..."
226021040,"But I'm a jar, and you're not. I s'pose we just see things differently."
226021041,"But I'm a jar, and you're not. I s'pose we just see things differently."
226030000,"Ah, hallo again."
226030010,"Say, coz. Have you met Uncle Alexander?"
226030011,"Say, coz. Have you met Uncle Alexander?"
226030020,"He used to live here with us, but then he left, to be a champion."
226030030,"I asked to go with him, but he said ""The path of champions must be trod alone""."
226030040,"So heroic, right? I miss him though."
226030050,"If you see him, you should ask him to teach you how to fight, coz."
226030051,"If you see him, you should ask him to teach you how to fight, coz."
226030060,He's big and tough and strong!
226031000,Uncle Alexander said he won't be back again.
226031010,"""My home is of the past. And the past, as they say, is a different country."""
226031020,"I suppose that's part of being a warrior, isn't it."
226031030,"So...please don't tell anyone, coz, but..."
226031031,"So...please don't tell anyone, coz, but..."
226031040,"I'm actually a warrior jar as well! One day, I'll be just like Uncle Alexander."
226031050,And I'll have to leave the village to become a champion.
226032000,Uncle Alexander won't come back here again.
226032010,"""My home is of the past. And the past, as they say, is a different country."""
226032020,"I suppose that's part of being a warrior, isn't it."
226040000,"Ah, hallo again."
226040010,"Do you know what a poacher is, coz?"
226040011,"Do you know what a poacher is, coz?"
226040020,"They hunt us, smash us, and then take us away."
226040030,"This village is kept secret, so I think we're safe here."
226040040,"But you should be careful if you ever meet one of them, coz."
226040041,"But you should be careful if you ever meet one of them, coz."
226040050,"I hope uncle Alexander beats them all up, first..."
226041000,Those awful poachers. I hope uncle Alexander beats them all up.
226050000,"Oh, hallo again, coz."
226050001,"Oh, hallo again, coz."
226050010,Have you heard? A new Potentate's come to the village!
226050020,I think he said his name was Diallos.
226050030,"He seems a little down in the dumps, but his hands! As smooth as silk!"
226051000,"I don't know, I'm a little disappointed actually."
226051010,Even though good sir Diallos has a wonderful suit of armour...
226051020,He says he isn't a warrior.
226051030,"And since he's a coward, he won't be fighting anymore."
226051040,His smooth and silky hands feel nice when he pats us.
226051050,But I wish we had a potentate big and strong like you.
226051051,But I wish we had a potentate big and strong like you.
226052000,Diallos' smooth and silky hands feel nice when he pats us...
226052010,But I wish we had a potentate big and strong like you.
226052011,But I wish we had a potentate big and strong like you.
226052020,But I wish we had a potentate big and strong like you.
226060000,O-oh! Coz!
226060001,O-oh! Coz!
226060010,I'm glad you came.
226060020,But we're fine now. Diallos fought the poacher.
226060030,Though quite a lot of us got broken...
226060040,...
226060050,I won't cry though... I'm a warrior jar. A warrior.
226061000,"""The tale of House Hoslow is told in blood."""
226061010,"That's the kind of warrior I want to be one day, coz."
226061011,"That's the kind of warrior I want to be one day, coz."
226061020,"Even if I'm scared, I'll still fight to protect everyone."
226062000,"""The tale of House Hoslow is told in blood."""
226062010,That's the kind of warrior I'm going to be.
226062020,One who protects everybody.
226070000,"Thanks for coming back, coz."
226070001,"Thanks for coming back, coz."
226070010,I've been thinking. It's time for me to set out on a journey.
226070020,"As a warrior jar, upon the path of champions."
226071000,"Wow, coz, are these..."
226071001,"Wow, coz, are these..."
226071010,Insides?
226071020,From Uncle Alexander?
226071030,...
226071040,"Thank you, coz."
226071041,"Thank you, coz."
226071050,"I'm a warrior jar, so I need to be strong."
226071060,"I can really have them, right?"
226071070,I understand. I'll get strong.
226071080,Strong enough I deserve to have Uncle's insides.
226072000,I'm about to go on a journey.
226072010,"As a warrior jar, in search of glory."
226073000,"Oh, hallo again, coz."
226073001,"Oh, hallo again, coz."
226073010,"Oh, hallo again, coz."
226073020,"No, I haven't changed my mind."
226073030,I'll begin my journey once I'm ready to go.
226073040,"As a warrior jar, in search of glory."
226074000,I'll begin my journey once I'm ready to go.
226074010,"As a warrior jar, in search of glory."
226080000,"I don't think I'll see you again, when I set out."
226080010,Warriors are supposed to work alone.
226080020,"Goodbye, coz."
226080021,"Goodbye, coz."
226080030,And thanks for everything.
226080040,"I'll never forget you, coz."
226080041,"I'll never forget you, coz."
226081000,"I'll never forget you, coz."
226081001,"I'll never forget you, coz."
226081010,"I'll never forget you, coz."
226082000,...
226083000,Coz...
226083001,Coz...
226083010,Coz...
226083020,"Tell me a story... About the big, wide world..."
226083030,...
226084000,"Uncle Alexander, look!"
226084010,It's me! I'm a warrior jar too!
226084020,...
226085000,"Stop, no..."
226085010,"Please, no, don't break us..."
226085020,...
226086000,"They're wonderful, Diallos."
226086010,"So smooth, and silky..."
226086020,...
226087000,The tale of House Hoslow...
226087010,...is told in blood...
226087020,...
226800000,Oh?
226801000,"What's the matter, coz?"
226801001,"What's the matter, coz?"
226801010,"What's the matter, coz?"
226801020,Don't be such a nasty brute.
226802000,"Is this who you are, coz?"
226802001,"Is this who you are, coz?"
226802010,"Is this who you are, coz?"
226802020,You've cracked my heart.
226802030,"Please, don't crack the others..."
226802040,...
226803000,"You were a poacher, all along."
226803001,"You were a poacher, all along."
226803010,"You were a poacher, all along."
226803020,You've cracked my heart.
226803030,"Please, don't crack the others..."
226803040,...
226804000,"So, you were a poacher, too."
226804001,"So, you were a poacher, too."
226804010,"So, you were a poacher, too."
226804020,But the tale of house Hoslow is told in blood.
226804030,"I'll find you, one day, coz..."
226804031,"I'll find you, one day, coz..."
226804040,"I'll find you, one day, coz..."
226804050,...
226900000,
226900100,
226900200,
227001000,Sister... Where did you go?
227001010,"You promised me. When we turned 14, we'd go to see the stars..."
227001020,"I've been waiting ever so long. Forever and ever, it seems."
227002000,"Ahh, dear sister, you're finally here."
227002010,No time to waste. Let's see the stars.
228001000,"Foul Tarnished, what do you want?"
228001010,I told the all-hearing brute.
228001020,That I possess no such medallion.
228001030,Or have you come to take more from me?
228001040,Was my other half not enough?
228001050,I told the bastard in the bone armour.
228002000,I told the all-hearing brute already.
228002010,That I possess no such medallion.
228002020,Or have you come to take more from me?
228002030,Was my other half not enough?
228002040,I told the bastard in bone armour already.
228010000,Oh...do you speak true?
228010010,So old Albus entrusted his medallion to you.
228010020,...
228010030,Then I've no choice. But to trust that this was his dying will.
228010040,"Let's try again. I'm Latenna. An Albinauric, the same as Old Albus."
228010050,My apologies for my coarse words earlier.
228010060,"I presumed the worst, seeing that you were another Tarnished, like that all-hearing brute."
228010070,I hope that you will forgive me.
228010080,"I presumed the worst, seeing that you were another Tarnished, like the bastard before."
228011000,"Mm, the medallion is better off in your hands, anyway."
228011010,Would you consider doing me a great service?
228011020,I must go back.
228011030,"There is something that I must do, even if I must say farewell to my wolf, Lobo."
228011040,Will you show me the way? To the land of Miquella's Haligtree.
228011050,"If you accept, I would gladly apprise you."
228011060,Of the whereabouts of the medallion's other half.
228012000,Thank you kindly.
228012010,They say the other half of the medallion is beyond the forbidden lands north of the Erdtree.
228012020,"In Castle Sol, on the Mountaintops of the Giants, accessible by the Grand Lift of Rold."
228013000,Then I suppose it's time.
228013010,"Farewell, Lobo. My faithful wolf, my better half."
228013020,I will go with the Tarnished. So that our journey will not have been in vain.
228013030,"Forgive me, Lobo."
228013040,...
228014000,Call upon me when needed.
228014010,And I will fight at your side.
228015000,Well...
228015010,I understand. You must have your own duty to fulfil.
228015020,"But please, allow me to say my piece."
228015030,"Even if you cannot take me, old Albus wished I relay to you the following:"
228015040,The other half of the medallion can be found beyond the forbidden lands north of the Erdtree.
228015050,"In Castle Sol, on the Mountaintops of the Giants, accessible by the Grand Lift of Rold."
228016000,"If you seek the other half of the medallion, they say it's beyond the forbidden lands north of the Erdtree."
228016010,"In Castle Sol, on the Mountaintops of the Giants, accessible by the Grand Lift of Rold."
228017000,My thanks...
228017010,"You'll lead me then, to the land of Miquella's Haligtree."
228017020,"Farewell, Lobo. My faithful wolf, my better half."
228017030,I will go with the Tarnished. So that our journey will not have been in vain.
228017040,"Forgive me, Lobo."
228017050,...
228018000,"Do you hear me? It is I, Latenna."
228018010,"We're almost there. Castle Sol lies just off to the north,"
228018020,where the other medallion is housed. It will grant passage to the land of the Haligtree.
228019000,"Castle Sol lies just off to the north,"
228019010,where the other medallion is housed. It will grant passage to the land of the Haligtree.
228020000,Oh young yet towering sister of ours.
228020010,Let the birthing droplet in.
228020020,And create life. For us. For all the Albinaurics.
228021000,Thank you.
228021010,I've finally fulfilled my purpose.
228021020,Our young yet towering sister will give us hope.
228021030,"Now that nothing is left unfinished,"
228021040,I will join you in battle to the bitter end.
228021050,"And when the fighting is done,"
228021060,"then you may lay me to rest. Beside Lobo, my dear wolf."
228021070,...
228030000,"Do you hear me? It is I, Latenna."
228030010,"We have reached the land of Miquella's Haligtree, where Lobo and I began our travels."
228030020,It's entirely thanks to you that I'm so close to home.
228030030,These great snow-laden lands stretch far to the north.
228030040,"And beyond the ancient bowers, and the liturgical town of Ordina,"
228030050,lies the place to which I must return.
228031000,We have reached the land of Miquella's Haligtree.
228031010,These great snow-laden lands stretch far to the north.
228031020,"And beyond the ancient bowers, and the liturgical town of Ordina,"
228031030,lies the place to which I must return.
228800000,Ngh!
228801000,"Stop, now."
228801010,And I'll consider that a simple mishap.
228802000,Are all you Tarnished the same?
228802010,Was taking my other half not enough for you?
228803000,"There is no meaning in a fight, lest it serve a greater duty."
228804000,Ohh...Phillia
228804010,Take...the birthing...droplet...
228900000,
228900010,
228900020,
300001000,"Brave Tarnished, welcome to the Volcano Manor."
300001010,"I am Tanith, the proprietress of this house."
300001020,Rya spoke well of you.
300001030,"""A warrior of promise,"" I believe she said."
300001040,Perhaps you are prepared to make a commitment.
300001050,"Will you join us here at the Volcano Manor, and resist the tide?"
300001060,"Why accept the burden of their grace, or be fooled by the dogmatic ramblings of the Fingers?"
300001070,"Rise with us, against the Erdtree."
300002000,Interesting. Your decision is most welcome.
300002010,Now you belong to the Volcano Manor family.
300002020,The drawing room lies down the hall. Make yourself comfortable.
300002030,But be sure to earn your keep.
300003000,Well. That is unfortunate.
300003010,"Rya will be disappointed, but I won't twist your arm."
300003020,"Now, time for you to leave, I should think."
300003030,Let this intersection of our paths be the last.
300004000,Aren't you precocious.
300004010,We rarely receive visitors to the Volcano Manor without invitation.
300004020,Fascinating. And not unlike another guest we had long ago…
300004030,"So, Tarnished, have you ever harboured doubts?"
300004040,"About the burden of grace, and the dogmatic ramblings of the Fingers?"
300004050,"If you have, why not join the Volcano Manor, and fight with us?"
300004060,"Rise with us, against the Erdtree."
300005000,Your decision is most welcome.
300005010,Now you belong to the Volcano Manor family.
300005020,The drawing room lies down the hall. Make yourself comfortable.
300005030,"I am Tanith, the proprietress of this house. An honour to have you."
300006000,Well. That is unfortunate.
300006010,"Now, time for you to leave, I should think."
300006020,Let this intersection of our paths be the last.
300007000,Did you read the letter left for you?
300007010,That is the task the Volcano Manor desires you enact.
300007020,You will be compensated once the deed is done. Good luck.
300007030,"If you are loath to hunt your own kin, so be it."
300007040,But you must leave this house at once.
300007050,This is a war against the Erdtree.
300007060,"We have no place for the meek, nor the luxury of keeping clean hands."
300008000,What's this?
300008010,Have you reconsidered the prospect?
300008020,"Of rising with us, against the Erdtree?"
300009000,Very well.
300009010,Your decision is most welcome.
300009020,Now you belong to the Volcano Manor family.
300009030,The drawing room lies down the hall. Make yourself comfortable.
300010000,You've completed your task.
300010010,"I am pleased. Now you are a recusant true, and a full-fledged member of the Volcano Manor."
300010020,"This is your reward, as promised."
300010030,Never forget. That the recusant fights to tread the path of the champion.
300010040,"The way is tainted, but for this very reason,"
300010050,it is the true path to valour.
300012000,I see you've performed another task for us.
300012010,"Here is your usual reward. Please, take it."
300012020,"Now, perhaps the time has come to tell you."
300012030,"Of the true ruler of this manor, Lord Rykard."
300012040,The Erdtree blessed the Tarnished with grace.
300012050,"But it was all too meagre, in the face of the enormity of their task."
300012060,"The Tarnished were forced to scavenge, squabbling for crumbs."
300012070,"Like the shardbearers, vying for power in the wake of the Shattering."
300012080,"Our Lord, indignant, has refused. To scurry about, fighting over what miserly scraps they allow us."
300012090,"If the Erdtree, and indeed the very gods, would debase us so,"
300012100,"then we are willing to raise the banner of resistance, even if it means heresy."
300012110,"We at the Volcano Manor, under Lord Rykard, have sworn no rest until it is done."
300012120,"If you follow this heroic path, one day the Lord will see you."
300012130,The Lord's visits with our champions are always a spectacle.
300012140,It cannot come a day too soon!
300013000,The letter describes the task the Volcano Manor desires you enact.
300013010,You will be compensated once the deed is done. Good luck.
300014000,"If you follow this heroic path, one day the Lord will see you."
300014010,It cannot come a day too soon!
300021000,"She said that, to you?"
300021010,I should have known something was wrong. The signs were clear enough.
